-5.000000000000000000e+00 2.143868041582480188e+01
-4.500000000000000000e+00 2.417394501058184630e+01
-4.500000000000000000e+00 2.417394501058183209e+01
-4.500000000000000000e+00 2.229914073074829517e+01
-4.500000000000000000e+00 2.229914073074828451e+01
-4.500000000000000000e+00 1.769425584706012344e+01
-4.500000000000000000e+00 1.769425584706012344e+01
-4.500000000000000000e+00 1.762013334485341787e+01
-4.500000000000000000e+00 1.762013334485341787e+01
-4.000000000000000000e+00 2.690920956646501949e+01
-4.000000000000000000e+00 2.503440458745321706e+01
-4.000000000000000000e+00 2.503440458745298969e+01
-4.000000000000000000e+00 2.503440458743140340e+01
-4.000000000000000000e+00 2.503440417962102060e+01
-4.000000000000000000e+00 2.315960027998306714e+01
-4.000000000000000000e+00 2.042952189132604346e+01
-4.000000000000000000e+00 2.042951678886582201e+01
-4.000000000000000000e+00 2.042951678886578293e+01
-4.000000000000000000e+00 2.042951678886577582e+01
-4.000000000000000000e+00 2.035540233062934590e+01
-4.000000000000000000e+00 2.035540233062933169e+01
-4.000000000000000000e+00 2.035540233062931748e+01
-4.000000000000000000e+00 2.035539771398814679e+01
-4.000000000000000000e+00 1.855472055298321976e+01
-4.000000000000000000e+00 1.855472055298321266e+01
-4.000000000000000000e+00 1.855472055298319489e+01
-4.000000000000000000e+00 1.855471158227112127e+01
-4.000000000000000000e+00 1.848060091675567307e+01
-4.000000000000000000e+00 1.848059000681468689e+01
-4.000000000000000000e+00 1.848059000681467978e+01
-4.000000000000000000e+00 1.848059000681465491e+01
-4.000000000000000000e+00 1.394983213422814039e+01
-4.000000000000000000e+00 1.387571019443065623e+01
-4.000000000000000000e+00 1.387570803803602359e+01
-4.000000000000000000e+00 1.387570803803602182e+01
-4.000000000000000000e+00 1.387570803803602182e+01
-4.000000000000000000e+00 1.380158204902429375e+01
-3.500000000000000000e+00 2.776966822672328306e+01
-3.500000000000000000e+00 2.776966822650317823e+01
-3.500000000000000000e+00 2.589486195047231121e+01
-3.500000000000000000e+00 2.589486195045630623e+01
-3.500000000000000000e+00 2.316478036802839924e+01
-3.500000000000000000e+00 2.316478036802548957e+01
-3.500000000000000000e+00 2.309066881873532751e+01
-3.500000000000000000e+00 2.309066881873526711e+01
-3.500000000000000000e+00 2.271013820547971562e+01
-3.500000000000000000e+00 2.271013820547961970e+01
-3.500000000000000000e+00 2.128998603316156135e+01
-3.500000000000000000e+00 2.128998603316052396e+01
-3.500000000000000000e+00 2.128998075674347490e+01
-3.500000000000000000e+00 2.128998075674222079e+01
-3.500000000000000000e+00 2.128998075674124735e+01
-3.500000000000000000e+00 2.128998075674122958e+01
-3.500000000000000000e+00 2.128996337259719596e+01
-3.500000000000000000e+00 2.128996337259681582e+01
-3.500000000000000000e+00 2.121587937999743545e+01
-3.500000000000000000e+00 2.121587937999723650e+01
-3.500000000000000000e+00 2.121585825453608365e+01
-3.500000000000000000e+00 2.121585825453501783e+01
-3.500000000000000000e+00 2.121585825453465546e+01
-3.500000000000000000e+00 2.121585825453395557e+01
-3.500000000000000000e+00 2.121585328441936014e+01
-3.500000000000000000e+00 2.121585328441753404e+01
-3.500000000000000000e+00 1.941518741056754749e+01
-3.500000000000000000e+00 1.941518741056679076e+01
-3.500000000000000000e+00 1.934104519959382174e+01
-3.500000000000000000e+00 1.934104519959376844e+01
