0.000000000000000000e+00 1.877407239481002606e-05
0.000000000000000000e+00 1.877408879190132867e-05
0.000000000000000000e+00 1.877408897255163336e-05
0.000000000000000000e+00 1.877410522751477153e-05
0.000000000000000000e+00 6.351269880684949328e-04
0.000000000000000000e+00 6.351273064280197646e-04
0.000000000000000000e+00 6.351273640794071178e-04
0.000000000000000000e+00 6.351276936685051021e-04
0.000000000000000000e+00 1.035910809136114490e-02
0.000000000000000000e+00 1.035910932754191896e-02
0.000000000000000000e+00 1.035910939859650826e-02
0.000000000000000000e+00 1.035911101690440914e-02
0.000000000000000000e+00 7.776831061850794646e-02
0.000000000000000000e+00 7.776831132577306793e-02
0.000000000000000000e+00 7.776831239200422685e-02
0.000000000000000000e+00 7.776831492121408229e-02
0.000000000000000000e+00 4.999999861442391835e-01
0.000000000000000000e+00 4.999999965970973737e-01
0.000000000000000000e+00 5.000000022948719591e-01
0.000000000000000000e+00 5.000000093088714515e-01
0.000000000000000000e+00 9.222316853467585895e-01
0.000000000000000000e+00 9.222316875494861454e-01
0.000000000000000000e+00 9.222316902372111880e-01
0.000000000000000000e+00 9.222316908023615589e-01
0.000000000000000000e+00 9.896408892610664143e-01
0.000000000000000000e+00 9.896408902884269443e-01
0.000000000000000000e+00 9.896408904849898214e-01
0.000000000000000000e+00 9.896408916079038054e-01
0.000000000000000000e+00 9.993648724478414458e-01
0.000000000000000000e+00 9.993648726548280958e-01
0.000000000000000000e+00 9.993648726852139008e-01
0.000000000000000000e+00 9.993648728802432268e-01
0.000000000000000000e+00 9.999812258183133906e-01
0.000000000000000000e+00 9.999812258803312259e-01
0.000000000000000000e+00 9.999812259420652882e-01
0.000000000000000000e+00 9.999812260038474232e-01
