"10,10,-9.5",0.467281028842697721455088771045
"10,10,-8.5",0.501722051113542225186574275208
"10,9,-8.5",0.393372552720359928622379288617
"9,10,-8.5",0.393372552720359928622379288617
"9,9,-8.5",0.462336631356203797993508502213
"10,10,-7.5",0.484501539978119973320831523126
"10,9,-7.5",0.286220573838511020163312869643
"10,8,-7.5",0.0260606320500677764077936050917
"9,10,-7.5",0.286220573838511020163312869643
"9,9,-7.5",0.502215492273164482470970088105
"9,8,-7.5",0.392659938053138564868612012176
"8,10,-7.5",0.0260606320500677764077936050917
"8,9,-7.5",0.392659938053138564868612012176
"8,8,-7.5",0.45608795948727067048219899732
"10,10,-6.5",0.502735022356802357649265025331
"10,9,-6.5",0.340080717522690567328557393159
"10,8,-6.5",-0.00282667242083237344556343892931
"10,7,-6.5",-0.154535084091896583855838702558
"9,10,-6.5",0.340080717522690567328557393159
"9,9,-6.5",0.482276061814684140232239295159
"9,8,-6.5",0.286758274000380201922273417629
"9,7,-6.5",0.0302994855086804801025184135543
"8,10,-6.5",-0.00282667242083237344556343892931
"8,9,-6.5",0.286758274000380201922273417629
"8,8,-6.5",0.502927469367515288634520066845
"8,7,-6.5",0.391736584684580549048574684024
"7,10,-6.5",-0.154535084091896583855838702558
"7,9,-6.5",0.0302994855086804801025184135543
"7,8,-6.5",0.391736584684580549048574684024
"7,7,-6.5",0.448036229356669504193730813164
"10,10,-5.5",0.489059910572790569402939898677
"10,9,-5.5",0.30417744088705599481945163642
"10,8,-5.5",0.0149573445267347443913145007791
"10,7,-5.5",-0.0857206414694573183876126402722
"10,6,-5.5",-0.0259828451104216008000867934679
"9,10,-5.5",0.30417744088705599481945163642
"9,9,-5.5",0.503544787637063171953552140968
"9,8,-5.5",0.339296965490037914267034993465
"9,7,-5.5",-0.00375818864325875112043681087018
"9,6,-5.5",-0.153157405861262268768692453471
"8,10,-5.5",0.0149573445267347443913145007791
"8,9,-5.5",0.339296965490037914267034993465
"8,8,-5.5",0.479507714427392979558359532082
"8,7,-5.5",0.287456065199854208136678461877
"8,6,-5.5",0.0357142631377983026269376805017
"7,10,-5.5",-0.0857206414694573183876126402722
"7,9,-5.5",-0.00375818864325875112043681087018
"7,8,-5.5",0.287456065199854208136678461877
"7,7,-5.5",0.503997213126410038138943783603
"7,6,-5.5",0.390494763362989249007826238753
"6,10,-5.5",-0.0259828451104216008000867934679
"6,9,-5.5",-0.153157405861262268768692453471
"6,8,-5.5",0.0357142631377983026269376805017
"6,7,-5.5",0.390494763362989249007826238753
"6,6,-5.5",0.437433718101548863678595243931
"10,10,-4.5",0.503646696475736476865686700441
"10,9,-4.5",0.328549186782382481387688157825
"10,8,-4.5",-0.00414842097199405976467718495623
"10,7,-4.5",-0.121227293741428095356273009111
"10,6,-4.5",0.00452303277188215723035055921647
"10,5,-4.5",0.0972518162667675832356043998322
"9,10,-4.5",0.328549186782382481387688157825
"9,9,-4.5",0.487593243270278898162567506611
"9,8,-4.5",0.304931962563007182826167709489
"9,7,-4.5",0.0172221839336566168948405649724
"9,6,-4.5",-0.0863924283274923604098198687772
"9,5,-4.5",-0.0305334632713051590024587178072
"8,10,-4.5",-0.00414842097199405976467718495623
"8,9,-4.5",0.304931962563007182826167709489
"8,8,-4.5",0.504728988978293927794224723366
"8,7,-4.5",0.33824863517415148772173027667
"8,6,-4.5",-0.0051729026184043304008237245704
"8,5,-4.5",-0.151243645327167123648234940653
"7,10,-4.5",-0.121227293741428095356273009111
"7,9,-4.5",0.0172221839336566168948405649724
"7,8,-4.5",0.33824863517415148772173027667
"7,7,-4.5",0.476016721241539771166337298383
"7,6,-4.5",0.288399495851832367422247530803
"7,5,-4.5",0.0427462066239173899356703232239
"6,10,-4.5",0.00452303277188215723035055921647
"6,9,-4.5",-0.0863924283274923604098198687772
"6,8,-4.5",-0.0051729026184043304008237245704
"6,7,-4.5",0.288399495851832367422247530803
"6,6,-4.5",0.505687843808950103301945886915
"6,5,-4.5",0.388742507287059760518054946639
"5,10,-4.5",0.0972518162667675832356043998322
"5,9,-4.5",-0.0305334632713051590024587178072
"5,8,-4.5",-0.151243645327167123648234940653
"5,7,-4.5",0.0427462066239173899356703232239
"5,6,-4.5",0.388742507287059760518054946639
"5,5,-4.5",0.423133226570451702124855618616
"10,10,-3.5",0.491491041556614887313397698971
"10,9,-3.5",0.311244807792662676764447009729
"10,8,-3.5",0.0109756902255011268668373966988
"10,7,-3.5",-0.0967059259419050381338104526192
"10,6,-3.5",-0.0154490980420994121521816117074
"10,5,-3.5",0.0495182010571555692870810311191
"10,4,-3.5",0.0278367755746352205905442734557
"9,10,-3.5",0.311244807792662676764447009729
"9,9,-3.5",0.504771829511431193014397112842
"9,8,-3.5",0.327549470942107427149691758574
"9,7,-3.5",-0.00557783719499947319472542270601
"9,6,-3.5",-0.119804742364085138222658353063
"9,5,-3.5",0.00631201668824279997654209377176
"9,4,-3.5",0.0945737105199278535465809897234
"8,10,-3.5",0.0109756902255011268668373966988
"8,9,-3.5",0.327549470942107427149691758574
"8,8,-3.5",0.485813033065118216617325829903
"8,7,-3.5",0.305957402378855537808408170742
"8,6,-3.5",0.0200345656926327120851168822811
"8,5,-3.5",-0.0873205593428602237185793177159
"8,4,-3.5",-0.036304945613809135447316496528
"7,10,-3.5",-0.0967059259419050381338104526192
"7,9,-3.5",-0.00557783719499947319472542270601
"7,8,-3.5",0.305957402378855537808408170742
"7,7,-3.5",0.506540894206852789681908009532
"7,6,-3.5",0.336778054526050532825932423128
"7,5,-3.5",-0.00744115945008946341447974805979
